"","StudyID","ES_ID","Title","Authors","Year","DOI","Biodiv_ES","Biodiv_ESMetric","Biodiv_measure","Biodiv_sample_size","Biodiv_CI_lower","Biodiv_CI_upper","Taxonomic_group","Management_raw","Management_grouped","Management_raw2","Biodiv_SE","Biodiv_SD","BiodivConfidenceInterval","Scenario_raw","Control.TreatPairedYN","LandSharingSparing","BiodivYieldPairedYN","Control_Reference_state","Comparison","CropType","SustainableTreatYN","Strategy","Biodiv_SE_calc","Biodiv_CI_upper_calc","Biodiv_CI_lower_calc","Biodiv_CI_up","Biodiv_CI_low","Biodiv_SE2","Biodiv_EffSize","Biodiv_SE3","Biodiv_ES_homog","Biodiv_CI_up_homog","Biodiv_CI_low_homog"
"76","FEB23_311","ES085","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.876325088,"Percentage change","SR",30,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.57,0.166941129815225,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,10.9422085727246,-1.18955839672459,0.0993995456247804,-0.00417631833127387,3.09483851261458,0.0476116136467533,0.030479140858399,-0.0476116136467533,-0.0993995456247804,0.00417631833127387
"77","FEB23_311","ES086","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",34.98233216,"Percentage change","SR",5,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",10.38,0.239192188676469,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,57.1109018020706,12.8537625179294,0.528017358987603,0.0719300630060879,11.2900865520768,0.299973710996845,0.106969998713508,-0.299973710996845,-0.528017358987603,-0.0719300630060879
"78","FEB23_311","ES087","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",13.78091873,"Percentage change","SR",3,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",7.79,0.190178700307957,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,36.5276064009555,-8.96576894095551,0.449718258191757,-0.19150896235277,11.6054528933446,0.129104647919494,0.109799723816932,-0.129104647919494,-0.449718258191757,0.19150896235277
"79","FEB23_311","ES088","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",-0.212014134,"Percentage change","SR",10,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.25,0.0946887107849158,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,5.74560289713277,-6.16963116513277,0.0527668741878072,-0.0570116582305845,3.03960052608815,-0.00212239202138862,0.0299431994785284,0.00212239202138862,-0.0527668741878072,0.0570116582305845
"80","FEB23_311","ES089","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",2.756183746,"Percentage change","SR",20,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4,0.155093939345735,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,9.67271499208548,-4.16034750008548,0.0871552761630964,-0.0327775801227276,3.52884247249259,0.0271888480201844,0.0346800591275293,-0.0271888480201844,-0.0871552761630964,0.0327775801227276
"81","FEB23_311","ES090","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",37.31448763,"Percentage change","SR",8,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",8.22,0.216254452050114,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,52.8879237638399,21.7410514961601,0.461958373040041,0.172248905523622,7.94563068053054,0.317103639281831,0.0764574947532083,-0.317103639281831,-0.461958373040041,-0.172248905523622
"82","FEB23_311","ES091","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",11.02473498,"Percentage change","SR",35,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.33,0.216971069313311,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,18.3464370049591,3.70303295504092,0.166597144601043,0.0425685117135115,3.73556225763218,0.104582828157277,0.0366748044766282,-0.104582828157277,-0.166597144601043,-0.0425685117135115
"83","FEB23_311","ES092","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",1.060070671,"Percentage change","SR",2,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",5.73,0.239551912493885,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,37.237866850088,-35.117725508088,1.08002359064616,-1.05893376430042,18.4580592750449,0.0105449131728737,0.169388781770632,-0.0105449131728737,-1.08002359064616,1.05893376430042
"84","FEB23_311","ES093","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",36.13183292,"Percentage change","ShW",2,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",26.04,0.861436882576834,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,200.541922362138,-128.278256522138,4.15433554642682,-3.53742836657057,83.8826986949684,0.308453589928125,0.609127861234279,-0.308453589928125,-4.15433554642682,3.53742836657057
"85","FEB23_311","ES094","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",18.96437154,"Percentage change","ShW",5,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",7.92,0.184774841833362,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,35.8485980877071,2.08014499229294,0.349816510009684,-0.00250878306741839,8.61440129985054,0.173653863471133,0.082633821374234,-0.173653863471133,-0.349816510009684,0.00250878306741839
"86","FEB23_311","ES095","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",5.089300019,"Percentage change","ShW",28,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.12,0.141560977893391,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,10.403559969653,-0.224959931653034,0.0952075206154147,0.00407303756609228,2.71135711768012,0.0496402790907535,0.0267525102040732,-0.0496402790907535,-0.0952075206154147,-0.00407303756609228
"87","FEB23_311","ES096","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",7.676177761,"Percentage change","ShW",10,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",9.48,0.268636001328315,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,25.0540883625811,-9.70173284058112,0.229681424643839,-0.0817650586392081,8.86628091917404,0.0739581830023156,0.0849501625717495,-0.0739581830023156,-0.229681424643839,0.0817650586392081
"88","FEB23_311","ES097","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.383787908,"Percentage change","ShW",12,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.08,0.127139091523474,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,11.7109979683125,-2.9434221523125,0.108816564059287,-0.0230081857304224,3.73837247975127,0.0429041891644324,0.0367018943578012,-0.0429041891644324,-0.108816564059287,0.0230081857304224
"89","FEB23_311","ES098","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",10.73339691,"Percentage change","ShW",13,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.32,0.138925936879362,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,18.4328791504051,3.03391466959494,0.170628836309732,0.0332817570200911,3.92830726551279,0.101955296664912,0.0385311222238779,-0.101955296664912,-0.170628836309732,-0.0332817570200911
"90","FEB23_311","ES099","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",16.3774938,"Percentage change","ShW",4,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",15,0.33120572422116,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,51.6779453220274,-18.9229577220274,0.541392698770183,-0.238054742008951,18.010434450014,0.151668978380616,0.16560286211058,-0.151668978380616,-0.541392698770183,0.238054742008951
"91","FEB23_311","ES100","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",26.96017547,"Percentage change","ShW",4,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",17.64,0.384218186305458,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,68.4735064599042,-14.5531555199042,0.690805787636524,-0.213399243000616,21.1802709132164,0.238703272317954,0.192109093152729,-0.238703272317954,-0.690805787636524,0.213399243000616
"92","FEB23_311","ES101","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.854129315,"Percentage change","ShW",27,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",2.88,0.12862158712669,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,9.76630892390671,-0.0580502939067058,0.0896195165212794,0.005180390789518,2.50621408617689,0.0473999536553987,0.0247532359837304,-0.0473999536553987,-0.0896195165212794,-0.005180390789518
"93","FEB23_311","ES102","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",8.381689872,"Percentage change","ShW",17,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",5.04,0.181068616280509,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,17.1809436004323,-0.417563856432295,0.157160487887227,0.00381746437314355,4.4894151675675,0.0804889761301851,0.0439155900240572,-0.0804889761301851,-0.157160487887227,-0.00381746437314355
"94","FEB23_311","ES103","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",10.0278848,"Percentage change","ShW",16,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.56,0.159901917494852,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,18.0217944219581,2.03397517804187,0.165642674195977,0.0254846175258393,4.07852531732558,0.095563645860908,0.039975479373713,-0.095563645860908,-0.165642674195977,-0.0254846175258393
"95","FEB23_311","ES104","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",-12.54850277,"Percentage change","ShW",2,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3,0.130461338141883,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,6.39275177402511,-31.4897573140251,0.448358325236053,-0.7165300526093,9.66390537960465,-0.134085863686624,0.0922500968827966,0.134085863686624,-0.448358325236053,0.7165300526093
"96","FEB23_311","ES105","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",6.735494946,"Percentage change","ShW",12,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",5.04,0.156388027633131,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,15.7867544322684,-2.31576454026838,0.14625939979123,-0.0158922434666366,4.6179895338104,0.0651835781622969,0.0451453349260115,-0.0651835781622969,-0.14625939979123,0.0158922434666366
"97","FEB23_311","ES106","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",2.267251574,"Percentage change","ShW",9,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",6.36,0.175770068701849,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,14.0939770926965,-9.5594739446965,0.131370276357131,-0.0865316478503319,6.03404363198801,0.0224193142533995,0.0585900229006163,-0.0224193142533995,-0.131370276357131,0.0865316478503319
"98","FEB23_311","ES107","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",16.3774938,"Percentage change","ShW",9,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",8.28,0.226870488552725,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,31.7745515507558,0.980436049244176,0.292294502301248,0.0110434544599841,7.8556417095693,0.151668978380616,0.0756234961842417,-0.151668978380616,-0.292294502301248,-0.0110434544599841
"99","FEB23_311","ES108","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",7.205836353,"Percentage change","ShW",5,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",5.28,0.124863855194258,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,18.4619873848047,-4.05031467880471,0.188624563839753,-0.0494635543236935,5.74293419990036,0.0695805047580297,0.0558408136294101,-0.0695805047580297,-0.188624563839753,0.0494635543236935
"100","FEB23_311","ES109","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",7.911348465,"Percentage change","ShW",35,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.12,0.157136224114923,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,13.187032141183,2.63566478881701,0.12105227528493,0.0312274377350927,2.69167534499132,0.0761398565100114,0.0265608696765401,-0.0761398565100114,-0.12105227528493,-0.0312274377350927
"101","FEB23_311","ES110","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",11.91919192,"Percentage change","Pielou",4,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.54,0.106155407806893,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,22.6034619140003,1.23492192599972,0.237518051755422,-0.0123042033837951,5.45115816020423,0.112606924185814,0.0530777039034464,-0.112606924185814,-0.237518051755422,0.0123042033837951
"102","FEB23_311","ES111","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",2.727272727,"Percentage change","Pielou",25,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",1.86,0.0805276433783477,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,5.90951339563154,-0.454967941631536,0.0544621133159399,-0.000647207481400996,1.62359217787323,0.0269074529172694,0.0161055286756695,-0.0269074529172694,-0.0544621133159399,0.000647207481400996
"103","FEB23_311","ES112","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.949494949,"Percentage change","Pielou",6,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.81,0.0941152448537837,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,12.6268292513988,-2.72783935339882,0.1257320180384,-0.029113922106648,3.91700729714225,0.0483090479658758,0.0384223878181451,-0.0483090479658758,-0.1257320180384,0.029113922106648
"104","FEB23_311","ES113","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",1.212121212,"Percentage change","Pielou",14,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",1.13,0.0380085169915522,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,3.21327594946517,-0.789033525465165,0.0300378402556239,-0.00594116322566998,1.02099731503325,0.0120483385149769,0.0101582034544117,-0.0120483385149769,-0.0300378402556239,0.00594116322566998
"105","FEB23_311","ES114","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",8.080808081,"Percentage change","Pielou",10,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.4,0.0989912492596579,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,14.3133920520312,1.8482241099688,0.135092351236859,0.0203256174213253,3.17988978113837,0.077708984329092,0.0313037816085976,-0.077708984329092,-0.135092351236859,-0.0203256174213253
"106","FEB23_311","ES115","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",5.757575758,"Percentage change","Pielou",4,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",3.3,0.0777162098185433,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,13.523675092846,-2.00852357684602,0.147426510985086,-0.0354679754932605,3.96229557900307,0.0559792677459127,0.0388581049092717,-0.0559792677459127,-0.147426510985086,0.0354679754932605
"107","FEB23_311","ES116","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",6.363636364,"Percentage change","Pielou",4,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",6.34,0.146731584791006,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,21.2839605406436,-8.55668781264357,0.234349942197597,-0.11096280418008,7.6124102942059,0.0616935690087586,0.0733657923955031,-0.0616935690087586,-0.234349942197597,0.11096280418008
"108","FEB23_311","ES117","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",3.333333333,"Percentage change","Pielou",22,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",2.22,0.0905369777704667,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,7.15338257724237,-0.486715911242369,0.0660045461871521,-0.000424900547621794,1.94900471645019,0.0327898228197652,0.0193025485173355,-0.0327898228197652,-0.0660045461871521,0.000424900547621794
"109","FEB23_311","ES118","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.444444444,"Percentage change","Pielou",14,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",2.11,0.0706618998000797,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,8.1811139095323,0.7077749784677,0.076929520454066,0.0100407034169012,1.90646401302668,0.0434851119354836,0.0188851870964606,-0.0434851119354836,-0.076929520454066,-0.0100407034169012
"110","FEB23_311","ES119","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",1.01010101,"Percentage change","Pielou",14,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",2.94,0.0980961700429242,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,6.2166451942014,-4.1964431742014,0.0564794354706268,-0.0363787637656237,2.65640009398031,0.0100503358525015,0.0262173042325243,-0.0100503358525015,-0.0564794354706268,0.0363787637656237
"111","FEB23_311","ES120","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",-9.292929293,"Percentage change","Pielou",2,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",7.42,0.303095980575816,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,37.5551069458888,-56.1409655318888,1.25563607287694,-1.45070582253137,23.9020593055555,-0.0975348748272155,0.214321223215546,0.0975348748272155,-1.25563607287694,1.45070582253137
"112","FEB23_311","ES121","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",4.141414141,"Percentage change","Pielou",8,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",1.29,0.0350507668969375,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,6.58542054156611,1.69740774043389,0.064057760448125,0.0171013213205701,1.24694204110516,0.0405795408843476,0.0123923174793067,-0.0405795408843476,-0.064057760448125,-0.0171013213205701
"113","FEB23_311","ES122","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",1.212121212,"Percentage change","Pielou",9,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",4.48,0.124876405758964,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,9.54289642013842,-7.11865399613842,0.0894528969359746,-0.0653562199060207,4.25039551435634,0.0120483385149769,0.0416254685863212,-0.0120483385149769,-0.0894528969359746,0.0653562199060207
"114","FEB23_311","ES123","Effects of Different Grazing Disturbances on the Plant Diversity and Ecological Functions of Alpine Grassland Ecosystem on the Qinghai-Tibetan Plateau","Lietal2021",2021,"http://dx.doi.org/10.3389/fpls.2021.765070",10.2020202,"Percentage change","Pielou",9,NA,NA,"all","Grazed vs ungrazed plots in Chinese grasslands","grazing pause","grazing",6.75,0.186220524192584,"95% confidence interval","Grazed vs ungrazed plots in grasslands","Y","Sp","N","NoGrazing","NoYesGrazing","grassland","N","De-Intensification",NA,22.7539694533336,-2.34992905333355,0.212573712789535,-0.0182836274173283,6.40405574149671,0.0971450426861035,0.0620735080641948,-0.0971450426861035,-0.212573712789535,0.0182836274173283
